Name	*comment	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Ruby		1	1	1	25		18				3	118	res-fire		31	40									1	lred	rod	boot	amul	orb	circ										0
Garnet		100	1	1	2		1				4	117	res-fire		5	15									1	lred	jewl														0
Ruby		100	1	1	18		13				4	117	res-fire		16	30									1	lred	jewl														0
Tangerine		100	1	1	1		1				2	119	res-ltng		7	15											lcha														0
Ocher		100	1	1	10		7				2	119	res-ltng		16	20											lcha														0
Coral		100	1	1	20		15				2	119	res-ltng		21	25									1	lyel	lcha														0
Amber		100	1		30		22				2	119	res-ltng		26	33									1	lyel	lcha														0
Tangerine		100	1	1	1		1				2	119	res-ltng		4	7											mcha														0
Ocher		100	1	1	16		12				2	119	res-ltng		8	11											mcha														0
Coral		100	1	1	25		18				2	119	res-ltng		12	15									1	lyel	mcha														0
Amber		100	1		35		27				2	119	res-ltng		16	22									1	lyel	mcha														0
Tangerine		100	1	1	1		1				2	119	res-ltng		3	5											scha														0
Ocher		100	1	1	14		10				2	119	res-ltng		6	7											scha														0
Coral		100	1	1	27		20				2	119	res-ltng		8	9											scha														0
Amber		100	1		40		32				2	119	res-ltng		10	11											scha														0
Tangerine		1	1	1	5		3				4	119	res-ltng		5	10											armo	weap	ring	amul	orb	circ	misl								0
Ocher		1	1	1	12		9				4	119	res-ltng		11	20											armo	ring	amul	orb	circ	misl									0
Ocher		1	1	1	35		26				1	119	res-ltng		11	20											weap							orb							0
Coral		1	1	1	18		13				3	119	res-ltng		21	30											armo	ring	amul	orb	circ	misl									0
Coral		1	1	1	55		41				1	119	res-ltng		21	30											weap							orb							0
Amber		1	1	1	25		18				3	119	res-ltng		31	40									1	lyel	rod	boot	amul	orb	circ										0
Camphor		100	1	1	2		1				4	117	res-ltng		5	15									1	lyel	jewl														0
Ambergris		100	1	1	19		14				4	117	res-ltng		16	30									1	lyel	jewl														0
Beryl		100	1	1	1		1				2	120	res-pois		7	15											lcha														0
Viridian		100	1	1	10		7				2	120	res-pois		16	20											lcha														0
Jade		100	1	1	20		15				2	120	res-pois		21	25									1	cgrn	lcha														0
Emerald		100	1		30		22				2	120	res-pois		26	33									1	cgrn	lcha														0
Beryl		100	1	1	1		1				2	120	res-pois		4	7											mcha														0
Viridian		100	1	1	16		12				2	120	res-pois		8	11											mcha														0
Jade		100	1	1	25		18				2	120	res-pois		12	15									1	cgrn	mcha														0
Emerald		100	1		35		27				2	120	res-pois		16	22									1	cgrn	mcha														0
Beryl		100	1	1	1		1				2	120	res-pois		3	5											scha														0
Viridian		100	1	1	14		10				2	120	res-pois		6	7											scha														0
Jade		100	1	1	27		20				2	120	res-pois		8	9											scha														0
Emerald		100	1		40		32				2	120	res-pois		10	11											scha														0
Beryl		1	1	1	5		3				4	120	res-pois		5	10											armo	weap	ring	amul	orb	circ	misl								0
Viridian		1	1	1	12		9				4	120	res-pois		11	20											armo	ring	amul	orb	circ	misl									0
Viridian		1	1	1	35		26				1	120	res-pois		11	20											weap							orb							0
Jade		1	1	1	18		13				3	120	res-pois		21	30											armo	ring	amul	orb	circ	misl									0
Jade		1	1	1	55		41				1	120	res-pois		21	30											weap							orb							0
Emerald		1	1	1	25		18				3	120	res-pois		31	40									1	cgrn	rod	boot	amul	orb	circ										0
Beryl		100	1	1	2		1				4	117	res-pois		5	15									1	cgrn	jewl														0
Jade		100	1	1	19		14				4	117	res-pois		16	30									1	cgrn	jewl														0
Triumphant		1	1	1	3		2				4	121	mana-kill		1	1											weap	ring	circ	tors	helm	shld	misl								0
Victorious		100	1	1	17		12				4	121	mana-kill		2	5											weap	circ	tors	helm	shld	misl									0
Aureolin		100	1	1	22		16				4	121	mana-kill		1	3											jewl	tors	helm	shld	misl										0
Mechanist's		100	1	1	10		7				3	122	sock		1	2											weap	shld	helm	tors	circ			thro							0
Artificer's		100	1		33		25				2	122	sock	3													weap	shld	helm	tors				thro							0
Jeweler's		100	1		55		47				1	122	sock	4													weap	shld	helm	tors				thro							0
Assamic		100	1	1	3		1				2	123	att-demon		25	50	dmg-demon		10	25							weap	circ	misl					wand	orb						0
Arcadian		100	1	1	15		11				2	123	att-demon		51	100	dmg-demon		26	50							weap	circ	helm	misl				wand	orb						0
Unearthly		100	1	1	25		18				1	123	att-demon		101	150	dmg-demon		51	100							weap							wand	orb						0
Astral		100	1	1	35		26				1	123	att-demon		151	200	dmg-demon		101	150							weap							wand	orb						0
Elysian		100	1	1	45		33				1	123	att-demon		201	300	dmg-demon		151	200					1	dgld	weap							wand	orb						0
Celestial		100	1		55		41				1	123	att-demon		301	400	dmg-demon		201	300					1	dgld	weap							wand	orb						0
Diamond		100	1	1	26		19				1	123	att-demon		25	50	dmg-demon		25	40							jewl														0
Fletcher's		100	1		50		42	ama			1	125	skilltab	0	1	1											lcha														0
Acrobat's		100	1		50		42	ama			1	125	skilltab	1	1	1											lcha														0
Harpoonist's		100	1		50		42	ama			1	125	skilltab	2	1	1											lcha														0
Fletcher's		100	1	1	20		15	ama			1	125	skilltab	0	1	1											miss	glov	circ	misl	amul										0
Bowyer's		100	1	1	40		30	ama			1	125	skilltab	0	2	2									1	lgld	miss	glov	circ	misl	amul										0
Archer's		100	1		60		45	ama			1	125	skilltab	0	3	3									1	lgld	miss	glov	circ	misl	amul										0
Acrobat's		100	1	1	20		15	ama			1	125	skilltab	1	1	1											glov	amul	circ	misl											0
Gymnast's		100	1	1	40		30	ama			1	125	skilltab	1	2	2									1	lgld	glov	amul	circ	misl											0
Athlete's		100	1		60		45	ama			1	125	skilltab	1	3	3									1	lgld	glov	amul	circ	misl											0
Harpoonist's		100	1	1	20		15	ama			1	125	skilltab	2	1	1											spea	glov	amul	circ											0
Spearmaiden's		100	1	1	40		30	ama			1	125	skilltab	2	2	2									1	lgld	spea	glov	amul	circ											0
Lancer's		100	1	1	60		45	ama			1	125	skilltab	2	3	3									1	lgld	spea														0
Burning		100	1	1	50		42	sor			1	125	skilltab	3	1	1											lcha														0
Sparking		100	1	1	50		42	sor			1	125	skilltab	4	1	1											lcha														0
Chilling		100	1	1	50		42	sor			1	125	skilltab	5	1	1											lcha														0
Burning		100	1	1	20		15	sor			1	125	skilltab	3	1	1											staf	orb	amul	circ											0
Blazing		100	1	1	40		30	sor			1	125	skilltab	3	2	2									1	lgld	staf	orb	amul	circ											0
Volcanic		100	1		60		45	sor			1	125	skilltab	3	3	3									1	lgld	staf	orb	amul	circ											0
Sparking		100	1	1	20		15	sor			1	125	skilltab	4	1	1											staf	orb	amul	circ											0
Charged		100	1	1	40		30	sor			1	125	skilltab	4	2	2									1	lgld	staf	orb	amul	circ											0
Powered		100	1		60		45	sor			1	125	skilltab	4	3	3									1	lgld	staf	orb	amul	circ											0
Chilling		100	1	1	20		15	sor			1	125	skilltab	5	1	1											staf	orb	amul	circ											0
Freezing		100	1	1	40		30	sor			1	125	skilltab	5	2	2									1	lgld	staf	orb	amul	circ											0
Glacial		100	1		60		45	sor			1	125	skilltab	5	3	3									1	lgld	staf	orb	amul	circ											0
Hexing		100	1	1	50		42	nec			1	125	skilltab	6	1	1											lcha														0
Fungal		100	1	1	50		42	nec			1	125	skilltab	7	1	1											lcha														0
Graverobber's		100	1	1	50		42	nec			1	125	skilltab	8	1	1											lcha														0
Hexing		100	1	1	20		15	nec			1	125	skilltab	6	1	1											wand	head	amul	circ											0
Blighting		100	1	1	40		30	nec			1	125	skilltab	6	2	2									1	lgld	wand	head	amul	circ											0
Accursed		100	1		60		45	nec			1	125	skilltab	6	3	3									1	lgld	wand	head	amul	circ											0
Fungal		100	1	1	20		15	nec			1	125	skilltab	7	1	1											wand	head	amul	knif	circ			tkni							0
Noxious		100	1	1	40		30	nec			1	125	skilltab	7	2	2									1	lgld	wand	head	amul	knif	circ			tkni							0
Venomous		100	1		60		45	nec			1	125	skilltab	7	3	3									1	lgld	wand	head	amul	knif	circ			tkni							0
Graverobber's		100	1	1	20		15	nec			1	125	skilltab	8	1	1											wand	head	amul	circ											0
Vodoun		100	1	1	40		30	nec			1	125	skilltab	8	2	2									1	lgld	wand	head	amul	circ											0
Golemlord's		100	1		60		45	nec			1	125	skilltab	8	3	3									1	lgld	wand	head	amul	circ											0
Lion Branded		100	1	1	50		42	pal			1	125	skilltab	9	1	1											lcha														0
Captain's		100	1	1	50		42	pal			1	125	skilltab	10	1	1											lcha														0
Preserver's		100	1	1	50		42	pal			1	125	skilltab	11	1	1											lcha														0
Lion Branded		100	1	1	20		15	pal			1	125	skilltab	9	1	1											scep	swor	mace	shld	ashd	amul	circ								0
Hawk Branded		100	1	1	40		30	pal			1	125	skilltab	9	2	2									1	lgld	scep	swor	mace	shld	ashd	amul	circ								0
Rose Branded		100	1		60		45	pal			1	125	skilltab	9	3	3									1	lgld	scep	swor	mace	shld	ashd	amul	circ								0
Captain's		100	1	1	20		15	pal			1	125	skilltab	10	1	1											scep	swor	mace	shld	ashd	amul	circ								0
Commander's		100	1	1	40		30	pal			1	125	skilltab	10	2	2									1	lgld	scep	swor	mace	shld	ashd	amul	circ								0
Marshal's		100	1		60		45	pal			1	125	skilltab	10	3	3									1	lgld	scep	swor	mace	shld	ashd	amul	circ								0
Preserver's		100	1	1	20		15	pal			1	125	skilltab	11	1	1											shld	ashd	amul	circ											0
Warder's		100	1	1	40		30	pal			1	125	skilltab	11	2	2									1	lgld	shld	ashd	amul	circ											0
Guardian's		100	1		60		45	pal			1	125	skilltab	11	3	3									1	lgld	shld	ashd	amul	circ											0
Expert's		100	1	1	50		42	bar			1	125	skilltab	12	1	1											lcha														0
Fanatic		100	1	1	50		42	bar			1	125	skilltab	13	1	1											lcha														0
Sounding		100	1	1	50		42	bar			1	125	skilltab	14	1	1											lcha														0
Expert's		100	1	1	20		15	bar			1	125	skilltab	12	1	1											phlm	weap	helm					miss	rod						0
Veteran's		100	1	1	40		30	bar			1	125	skilltab	12	2	2									1	lgld	phlm	weap	helm					miss	rod						0
Master's		100	1		60		45	bar			1	125	skilltab	12	3	3									1	lgld	phlm	weap	helm					miss	rod						0
Fanatic		100	1	1	20		15	bar			1	125	skilltab	13	1	1											phlm	weap	amul					miss	rod						0
Raging		100	1	1	40		30	bar			1	125	skilltab	13	2	2									1	lgld	phlm	weap	amul					miss	rod						0
Furious		100	1		60		45	bar			1	125	skilltab	13	3	3									1	lgld	phlm	weap	amul					miss	rod						0
Sounding		100	1	1	20		15	bar			1	125	skilltab	14	1	1											phlm	weap	amul					miss	rod						0
Resonant		100	1	1	40		30	bar			1	125	skilltab	14	2	2									1	lgld	phlm	weap	amul					miss	rod						0
Echoing		100	1		60		45	bar			1	125	skilltab	14	3	3									1	lgld	phlm	weap	amul					miss	rod						0
Trainer's		100	1	1	50		42	dru			1	125	skilltab	15	1	1											lcha														0
Spiritual		100	1	1	50		42	dru			1	125	skilltab	16	1	1											lcha														0
Nature's		100	1	1	50		42	dru			1	125	skilltab	17	1	1											lcha														0
Trainer's		100	1	1	20		15	dru			1	125	skilltab	15	1	1											club	pelt	amul	circ											0
Caretaker's		100	1	1	40		30	dru			1	125	skilltab	15	2	2									1	lgld	club	pelt	amul	circ											0
Keeper's		100	1		60		45	dru			1	125	skilltab	15	3	3									1	lgld	club	pelt	amul	circ											0
Spiritual		100	1	1	20		15	dru			1	125	skilltab	16	1	1											club	pelt	amul	circ											0
Feral		100	1	1	40		30	dru			1	125	skilltab	16	2	2									1	lgld	club	pelt	amul	circ											0
Communal		100	1		60		45	dru			1	125	skilltab	16	3	3									1	lgld	club	pelt	amul	circ											0
Nature's		100	1	1	20		15	dru			1	125	skilltab	17	1	1											club	pelt	amul	circ											0
Terra's		100	1	1	40		30	dru			1	125	skilltab	17	2	2									1	lgld	club	pelt	amul	circ											0
Gaea's		100	1		60		45	dru			1	125	skilltab	17	3	3									1	lgld	club	pelt	amul	circ											0
Entrapping		100	1	1	50		42	ass			1	125	skilltab	18	1	1											lcha														0
Mentalist's		100	1	1	50		42	ass			1	125	skilltab	19	1	1											lcha														0
Shogukusha's		100	1	1	50		42	ass			1	125	skilltab	20	1	1											lcha														0
Entrapping		100	1	1	20		15	ass			1	125	skilltab	18	1	1											h2h	amul	circ												0
Trickster's		100	1	1	40		30	ass			1	125	skilltab	18	2	2									1	lgld	h2h	amul	circ												0
Cunning		100	1		60		45	ass			1	125	skilltab	18	3	3									1	lgld	h2h	amul	circ												0
Mentalist's		100	1	1	20		15	ass			1	125	skilltab	19	1	1											h2h	amul	helm	circ											0
Psychic		100	1	1	40		30	ass			1	125	skilltab	19	2	2									1	lgld	h2h	amul	helm	circ											0
Shadow		100	1		60		45	ass			1	125	skilltab	19	3	3									1	lgld	h2h	amul	helm	circ											0
Shogukusha's		100	1	1	20		15	ass			1	125	skilltab	20	1	1											h2h	amul	glov	circ											0
Sensei's		100	1	1	40		30	ass			1	125	skilltab	20	2	2									1	lgld	h2h	amul	glov	circ											0
Kenshi's		100	1		60		45	ass			1	125	skilltab	20	3	3									1	lgld	h2h	amul	glov	circ											0
Miocene		100			1		1				1	101	ac/lvl	6											1	whit	tors														0
Miocene		100		1	1		1				1	101	ac/lvl	1											1	whit	glov	boot	belt	shld											0
Oligocene		100		1	10		7				1	101	ac/lvl	9											1	whit	tors														0
Oligocene		100		1	10		7				1	101	ac/lvl	2											1	whit	glov	boot	belt	shld											0
Eocene		100		1	20		15				1	101	ac/lvl	18											1	whit	tors														0
Eocene		100		1	20		15				1	101	ac/lvl	3											1	whit	glov	boot	belt	shld											0
Paleocene		100	1	1	30		22				4	101	ac/lvl	24											1	whit	tors														0
Paleocene		100	1	1	30		22				3	101	ac/lvl	4											1	whit	glov	boot	belt	shld											0
Knave's		100			1		1				1	111	dmg/lvl	1			att/lvl	10							1	whit	weap							staf	wand	orb					0
Jack's		100		1	10		7				1	111	dmg/lvl	2			att/lvl	15							1	whit	weap							staf	wand	orb					0
Jester's		100		1	20		15				1	111	dmg/lvl	3			att/lvl	22							1	whit	weap							staf	wand	orb					0
Joker's		100		1	35		26				1	111	dmg/lvl	4			att/lvl	33							1	whit	weap							staf	wand	orb					0
Trump		100	1	1	50		37				7	111	dmg/lvl	4			att/lvl	33							1	whit	weap							staf	wand	orb					0
Loud		100			1		1				1	105	dmg/lvl	2											1	whit	weap							staf	wand	orb					0
Calling		100		1	10		7				1	105	dmg/lvl	3											1	whit	weap							staf	wand	orb					0
Yelling		100		1	20		15				1	105	dmg/lvl	4											1	whit	weap							staf	wand	orb					0
Shouting		100		1	35		26				1	105	dmg/lvl	5											1	whit	weap							staf	wand	orb					0
Gritty		100	1	1	50		37				7	105	dmg/lvl	6											1	whit	weap							staf	wand	orb					0
Paradox		100		1	25		18				1	101	ac%/lvl	12											1	whit	tors														0
Paradox		100		1	25		18				1	105	dmg%/lvl	12											1	whit	weap							staf	wand	orb					0
Robineye		100			1		1				1	111	att/lvl	4											1	whit	weap							staf	wand	orb					0
Sparroweye		100			10		7				1	111	att/lvl	6											1	whit	weap							staf	wand	orb					0
Falconeye		100			20		15				1	111	att/lvl	8											1	whit	weap							staf	wand	orb					0
Hawkeye		100	1		35		26				7	111	att/lvl	12											1	whit	weap							staf	wand	orb					0
Eagleeye		100			50		37				1	111	att/lvl	16											1	whit	weap							staf	wand	orb					0
Visionary		100	1	1	25		18				1	111	att%/lvl	2											1	whit	helm	miss													0
Mnemonic		100	1	1	25		18				1	115	mana/lvl	6											1	cblu	helm														0
Snowflake		100	1	1	25		18				3	137	cold-len		25	25	cold-min		6	9	cold-max		19	30	1	lblu	weap	circ	misl												0
Shivering		100	1	1	35		26				2	137	cold-len		50	50	cold-min		10	15	cold-max		31	45	1	lblu	weap	misl													0
Boreal		100	1	1	50		40				1	137	cold-len		75	75	cold-min		16	23	cold-max		46	90	1	lblu	weap	misl													0
Hibernal		100	1	1	70		60				1	137	cold-len		100	100	cold-min		24	45	cold-max		91	140	1	lblu	weap	misl													0
Ember		100	1	1	25		18				3	138	fire-min		16	25	fire-max		31	60					1	dred	weap	circ	misl												0
Smoldering		100	1	1	35		26				2	138	fire-min		26	50	fire-max		61	90					1	dred	weap	misl													0
Smoking		100	1	1	47		37				1	138	fire-min		51	80	fire-max		91	130					1	dred	weap	misl													0
Flaming		100	1	1	61		51				1	138	fire-min		81	120	fire-max		131	180					1	dred	weap	misl													0
Scorching		100	1	1	77		67				1	138	fire-min		121	170	fire-max		181	240					1	dred	weap	misl													0
Static		100	1	1	25		18				3	139	ltng-min		1	1	ltng-max		49	120					1	lyel	weap	circ	misl												0
Glowing		100	1	1	34		25				2	139	ltng-min		1	1	ltng-max		121	180					1	lyel	weap	misl													0
Buzzing		100	1	1	46		36				1	139	ltng-min		1	1	ltng-max		181	260					1	lyel	weap	misl													0
Arcing		100	1	1	60		50				1	139	ltng-min		1	1	ltng-max		261	360					1	lyel	weap	misl													0
Shocking		100	1	1	76		66				1	139	ltng-min		1	1	ltng-max		361	480					1	lyel	weap	misl													0
Septic		100	1	1	1		1				3	140	dmg-pois	50	31	31									1	dgrn	weap	circ	misl												0
Envenomed		100	1	1	10		7				2	140	dmg-pois	75	41	41									1	dgrn	weap	misl													0
Corosive		100	1	1	20		15				1	140	dmg-pois	100	205	205									1	dgrn	weap	misl													0
Toxic		100	1	1	35		26				1	140	dmg-pois	125	308	308									1	dgrn	weap	misl													0
Pestilent		100	1	1	50		37				1	140	dmg-pois	150	470	470									1	dgrn	weap	misl													0
Maiden's		1	1	1	36		27	ama			4	125	ama		1	1											amul	circ													0
Valkyrie's		1	1	1	90		67	ama			2	125	ama		2	2									1	cgrn	amul	circ													0
Maiden's		1	1	1	30		22	ama			4	125	ama		1	1											miss	spea													0
Valkyrie's		1	1	1	50		42	ama			2	125	ama		2	2									1	cgrn	miss	spea													0
Monk's		1	1	1	36		27	pal			4	125	pal		1	1											amul	circ													0
Priest's		1	1	1	90		67	pal			2	125	pal		2	2									1	cgrn	amul	circ													0
Monk's		1	1	1	30		22	pal			4	125	pal		1	1											scep	ashd													0
Priest's		1	1	1	50		42	pal			2	125	pal		2	2									1	cgrn	scep	ashd													0
Monk's		1	1	1	35		27	pal			4	125	pal		1	1											swor	mace	hamm	shld											0
Priest's		1	1	1	65		58	pal			2	125	pal		2	2									1	cgrn	swor	mace	hamm	shld											0
Summoner's		1	1	1	36		27	nec			4	125	nec		1	1											amul	circ													0
Necromancer's		1	1	1	90		67	nec			2	125	nec		2	2									1	cgrn	amul	circ													0
Summoner's		1	1	1	30		22	nec			4	125	nec		1	1											wand	knif	head												0
Necromancer's		1	1	1	50		42	nec			2	125	nec		2	2									1	cgrn	wand	knif	head												0
Angel's		1	1	1	36		27	sor			4	125	sor		1	1											amul	circ													0
Arch-Angel's		1	1	1	90		67	sor			2	125	sor		2	2									1	cgrn	amul	circ													0
Angel's		1	1	1	30		22	sor			4	125	sor		1	1											staf	orb													0
Arch-Angel's		1	1	1	50		42	sor			2	125	sor		2	2									1	cgrn	staf	orb													0
Slayer's		1	1	1	36		27	bar			4	125	bar		1	1											amul	circ													0
Berserker's		1	1	1	90		67	bar			2	125	bar		2	2									1	cgrn	amul	circ													0
Slayer's		1	1	1	30		22	bar			4	125	bar		1	1											tkni	axe	spea	club	swor	hamm	mace	jave							0
Berserker's		1	1	1	50		42	bar			1	125	bar		2	2									1	cgrn	tkni	axe	spea	club	swor	hamm	mace	jave							0
Slayer's		100	1	1	30		22	bar			4	125	bar		1	1											phlm														0
Berserker's		100	1	1	50		42	bar			2	125	bar		2	2									1	cgrn	phlm														0
Shaman's		100	1	1	36		27	dru			4	125	dru		1	1											amul	circ													0
Hierophant's		100	1	1	90		67	dru			2	125	dru		2	2									1	cgrn	amul	circ													0
Shaman's		100	1	1	30		22	dru			4	125	dru		1	1											club	pelt													0
Hierophant's		100	1	1	50		42	dru			2	125	dru		2	2									1	cgrn	club	pelt													0
Magekiller's		100	1	1	36		27	ass			4	125	ass		1	1											amul	circ													0
Witch-hunter's		100	1	1	90		67	ass			2	125	ass		2	2									1	cgrn	amul	circ													0
Magekiller's		100	1	1	30		22	ass			4	125	ass		1	1											h2h														0
Witch-hunter's		100	1	1	50		42	ass			2	125	ass		2	2									1	cgrn	h2h														0
Compact		100			1		1				0	141	stack		20	40											thro														0
Thin		100			17		12				0	141	stack		41	80											thro														0
Dense		100			38		30				0	141	stack		81	120											thro														0
Consecrated		100	1	1	1		1				4	142	att-undead		25	75	dmg-undead		25	75							weap							wand	orb						0
Pure		100	1	1	15		11				3	142	att-undead		76	175	dmg-undead		76	125						lgld	weap							wand	orb						0
Sacred		100	1	1	25		18				2	142	att-undead		175	250	dmg-undead		126	200						lgld	weap							wand	orb						0
Hallowed		100	1	1	35		27				1	142	att-undead		251	325	dmg-undead		201	275						lgld	weap							wand	orb						0
Divine		100	1		45		37				1	142	att-undead		326	450	dmg-undead		276	350						lgld	weap							wand	orb						0
Pearl		100	1	1	18		13				1	142	att-undead		25	50	dmg-undead		25	50							jewl														0
Crimson		1	1	1	5		3				4	118	res-fire		5	10											armo	ring	amul	orb	circ	weap	misl								0
Red		100	1	1	15		11				4	103	dmg-min		3	3									1	dred	lcha														0
Sanguinary		100	1	1	45		37				4	103	dmg-min		4	4									1	dred	lcha														0
Bloody		100	1		75		67				4	103	dmg-min		5	5									1	dred	lcha														0
Red		100	1	1	30		22				4	103	dmg-min		2	2									1	dred	mcha														0
Sanguinary		100	1		60		52				4	103	dmg-min		3	3									1	dred	mcha														0
Red		100	1	1	90		82				4	103	dmg-min		1	1											scha														0
Jagged		100	1	1	7		5				4	104	dmg-max		3	3									1	blac	lcha														0
Forked		100	1	1	37		29				4	104	dmg-max		4	4									1	blac	lcha														0
Serrated		100	1		67		59				4	104	dmg-max		5	5									1	blac	lcha														0
Jagged		100	1	1	22		16				4	104	dmg-max		2	2									1	blac	mcha														0
Forked		100	1		52		44				4	104	dmg-max		3	3									1	blac	mcha														0
Jagged		100	1	1	81		73				4	104	dmg-max		1	1											scha														0
Snowflake		100	1	1	9		6				2	137	cold-len		25	25	cold-min		3	6	cold-max		7	12			lcha														0
Shivering		100	1	1	15		11				1	137	cold-len		25	25	cold-min		7	12	cold-max		13	24			lcha														0
Boreal		100	1	1	30		22				1	137	cold-len		25	25	cold-min		13	21	cold-max		25	42	1	lblu	lcha														0
Hibernal		100	1		45		38				1	137	cold-len		25	25	cold-min		22	30	cold-max		43	60	1	lblu	lcha														0
Snowflake		100	1	1	18		13				2	137	cold-len		25	25	cold-min		2	4	cold-max		5	8			mcha														0
Shivering		100	1	1	29		21				1	137	cold-len		25	25	cold-min		5	8	cold-max		9	15			mcha														0
Boreal		100	1	1	49		41				1	137	cold-len		25	25	cold-min		9	15	cold-max		16	28	1	lblu	mcha														0
Hibernal		100	1		69		61				1	137	cold-len		25	25	cold-min		16	20	cold-max		29	40	1	lblu	mcha														0
Snowflake		100	1	1	27		20				2	137	cold-len		25	25	cold-min		1	2	cold-max		2	4			scha														0
Shivering		100	1	1	42		34				1	137	cold-len		25	25	cold-min		3	4	cold-max		5	8			scha														0
Boreal		100	1	1	66		58				1	137	cold-len		25	25	cold-min		5	7	cold-max		9	14			scha														0
Hibernal		100	1		91		83				1	137	cold-len		25	25	cold-min		8	10	cold-max		15	20			scha														0
Ember		100	1	1	5		3				2	138	fire-min		1	3	fire-max		4	9							lcha														0
Smoldering		100	1	1	15		11				1	138	fire-min		4	9	fire-max		10	30							lcha														0
Smoking		100	1	1	28		21				1	138	fire-min		10	27	fire-max		31	57					1	lred	lcha														0
Flaming		100	1		43		35				1	138	fire-min		28	57	fire-max		58	87					1	lred	lcha														0
Ember		100	1	1	13		9				2	138	fire-min		1	2	fire-max		3	6							mcha														0
Smoldering		100	1	1	27		20				1	138	fire-min		3	6	fire-max		7	20							mcha														0
Smoking		100	1	1	47		39				1	138	fire-min		7	18	fire-max		21	38					1	lred	mcha														0
Flaming		100	1		67		59				1	138	fire-min		19	38	fire-max		39	58					1	lred	mcha														0
Ember		100	1	1	21		15				2	138	fire-min		1	1	fire-max		2	3							scha														0
Smoldering		100	1	1	40		32				1	138	fire-min		2	3	fire-max		4	10							scha														0
Smoking		100	1	1	64		56				1	138	fire-min		4	9	fire-max		11	19							scha														0
Flaming		100	1		89		81				1	138	fire-min		10	19	fire-max		20	29							scha														0
Static		100	1	1	7		5				2	139	ltng-min		1	1	ltng-max		18	35							lcha														0
Glowing		100	1	1	14		10				1	139	ltng-min		1	1	ltng-max		36	74							lcha														0
Arcing		100	1	1	29		21				1	139	ltng-min		1	1	ltng-max		75	131					1	whit	lcha														0
Shocking		100	1		44		36				1	139	ltng-min		1	1	ltng-max		132	215					1	whit	lcha														0
Static		100	1	1	14		10				2	139	ltng-min		1	1	ltng-max		12	23							mcha														0
Glowing		100	1	1	28		20				1	139	ltng-min		1	1	ltng-max		24	49							mcha														0
Arcing		100	1	1	48		40				1	139	ltng-min		1	1	ltng-max		50	86					1	whit	mcha														0
Shocking		100	1		68		60				1	139	ltng-min		1	1	ltng-max		88	143					1	whit	mcha														0
Static		100	1	1	23		17				2	139	ltng-min		1	1	ltng-max		6	11							scha														0
Glowing		100	1	1	41		33				1	139	ltng-min		1	1	ltng-max		12	24							scha														0
Arcing		100	1	1	65		57				1	139	ltng-min		1	1	ltng-max		25	43							scha														0
Shocking		100	1		90		82				1	139	ltng-min		1	1	ltng-max		44	71							scha														0
Septic		100	1	1	1		1				2	140	dmg-pois	75	153	153											lcha														0
Envenomed		100	1	1	12		9				1	140	dmg-pois	100	384	384											lcha														0
Toxic		100	1	1	27		20				1	140	dmg-pois	125	614	614									1	dgrn	lcha														0
Pestilent		100	1		42		34				1	140	dmg-pois	150	896	896									1	dgrn	lcha														0
Septic		100	1	1	9		6				2	140	dmg-pois	75	102	102											mcha														0
Envenomed		100	1	1	26		19				1	140	dmg-pois	100	256	256											mcha														0
Toxic		100	1	1	46		38				1	140	dmg-pois	125	409	409									1	dgrn	mcha														0
Pestilent		100	1		66		58				1	140	dmg-pois	150	597	597									1	dgrn	mcha														0
Septic		100	1	1	18		13				2	140	dmg-pois	75	52	52											scha														0
Envenomed		100	1	1	39		31				1	140	dmg-pois	100	128	128											scha														0
Toxic		100	1	1	63		55				1	140	dmg-pois	125	205	205											scha														0
Pestilent		100	1		88		80				1	140	dmg-pois	150	299	299											scha														0
Tireless		1	1	1	1	5	1				4	108	regen-stam		10	10											boot														0
Lizard's		1	1	1	1	2	1				4	115	mana		1	2											armo	ring	amul	rod	orb			boot	glov						0
Azure		1	1	1	1	4	1				3	117	res-cold		5	5											armo	ring	amul	orb	circ										0
Crimson		1	1	1	1	4	1				3	118	res-fire		5	5											armo	ring	amul	orb	circ										0
Tangerine		1	1	1	1	4	1				3	119	res-ltng		5	5											armo	ring	amul	orb	circ										0
Beryl		1	1	1	1	4	1				3	120	res-pois		5	5											armo	ring	amul	orb	circ										0
Godly		100	1	1	50		43				1	101	ac%		101	200									1	dgld	armo														0
Cruel		100	1	1	56		48				1	105	dmg%		201	300									1	blac	weap							staf	wand	orb					0
																																									0
Champion's		1	1	1	1		1				1	150	map-glob-monsterrarity		30	60											t1m	t2m	t3m	t4m											0
Flaming		1	1	1	1		1				1	151	map-mon-extra-fire		5	10	map-glob-density		25	35	map-play-addxp		3	4			t1m	t2m	t3m	t4m											0
Ember		1	1	1	1		1				1	151	map-mon-extra-fire		10	15	map-glob-density		35	45	map-play-addxp		4	5			t2m	t3m	t4m												0
Smoldering		1	1	1	1		1				1	151	map-mon-extra-fire		15	20	map-glob-density		45	50	map-play-addxp		5	6			t3m	t4m													0
