#define name	Skill ID	DC6 Frame	switch case
SKILL_BATTLEORDERSCTA	360		case SKILL_BATTLEORDERSCTA: return -1;
SKILL_EXTRADROP	361		case SKILL_EXTRADROP: return -1;
SKILL_BLOODRAVENIMMO	362		case SKILL_BLOODRAVENIMMO: return -1;
SKILL_DOLLMETEOR	363		case SKILL_DOLLMETEOR: return -1;
SKILL_HOLYNOVA	364	203	case SKILL_HOLYNOVA: return 203;
SKILL_SHATTERINGARROW	365	25	case SKILL_SHATTERINGARROW: return 25;
SKILL_LIGHTNINGSENTRY	366	36	case SKILL_LIGHTNINGSENTRY: return 36;
SKILL_BLOODWARP	367	169	case SKILL_BLOODWARP: return 169;
SKILL_BARTEMP1	368		case SKILL_BARTEMP1: return -1;
SKILL_ICEBARRAGE	369	236	case SKILL_ICEBARRAGE: return 236;
SKILL_GUST	370	122	case SKILL_GUST: return 122;
SKILL_HOLYLIGHT	371	205	case SKILL_HOLYLIGHT: return 205;
SKILL_AMATEMP2	372		case SKILL_AMATEMP2: return -1;
SKILL_ASATEMP2	373		case SKILL_ASATEMP2: return -1;
SKILL_CURMAS	374	170	case SKILL_CURMAS: return 170;
SKILL_BARTEMP2	375		case SKILL_BARTEMP2: return -1;
SKILL_COMBUSTION	376	238	case SKILL_COMBUSTION: return 238;
SKILL_DRUTEMP2	377		case SKILL_DRUTEMP2: return -1;
SKILL_JOUST	378	207	case SKILL_JOUST: return 207;
SKILL_AMATEMP3	379		case SKILL_AMATEMP3: return -1;
SKILL_ASATEMP3	380		case SKILL_ASATEMP3: return -1;
SKILL_DARKPACT	381	171	case SKILL_DARKPACT: return 171;
SKILL_BARTEMP3	382		case SKILL_BARTEMP3: return -1;
SKILL_LESSERHYDRA	383	239	case SKILL_LESSERHYDRA: return 239;
SKILL_DRUTEMP3	384		case SKILL_DRUTEMP3: return -1;
SKILL_MERCFIREARROW	385	1	case SKILL_MERCFIREARROW: return 1;
SKILL_MERCCOLDARROW	386	5	case SKILL_MERCCOLDARROW: return 5;
SKILL_RAVENSPLASH	387		case SKILL_RAVENSPLASH: return -1;
SKILL_HYDRAFIREBALL	388		case SKILL_HYDRAFIREBALL: return -1;
SKILL_GOLEMSPLASH	389		case SKILL_GOLEMSPLASH: return -1;
SKILL_MAPAURA	390		case SKILL_MAPAURA: return -1;
SKILL_LESSERFADE	391	45	case SKILL_LESSERFADE: return 45;
SKILL_SENTRYLIGHTNING	392		case SKILL_SENTRYLIGHTNING: return -1;
SKILL_SKELETONSPLASH	393	13	case SKILL_SKELETONSPLASH: return 13;
SKILL_FORCEMOVE	394	135	case SKILL_FORCEMOVE: return 135;
SKILL_IMMUNEAURA	395		case SKILL_IMMUNEAURA: return -1;
SKILL_IMMUNEPASSIVE	396		case SKILL_IMMUNEPASSIVE: return -1;
SKILL_MEGADEMONINFERNOBOSS	397		case SKILL_MEGADEMONINFERNOBOSS: return -1;
SKILL_MEGADEMONBLAZEBOSS	398		case SKILL_MEGADEMONBLAZEBOSS: return -1;
SKILL_MEGADEMONARMABOSS	399		case SKILL_MEGADEMONARMABOSS: return -1;
SKILL_FINGERMAGEBOSSNOVA	400		case SKILL_FINGERMAGEBOSSNOVA: return -1;
SKILL_FINGERMAGEBOSSDIABWALL	401		case SKILL_FINGERMAGEBOSSDIABWALL: return -1;
SKILL_FINGERMAGEBOSSSHOCKWAVE	402		case SKILL_FINGERMAGEBOSSSHOCKWAVE: return -1;
SKILL_CANTORBOSSERUPTION	403		case SKILL_CANTORBOSSERUPTION: return -1;
SKILL_CANTORBOSSTORNADO	404		case SKILL_CANTORBOSSTORNADO: return -1;
SKILL_UNRAVELERBOSSMULTISHOT	405		case SKILL_UNRAVELERBOSSMULTISHOT: return -1;
SKILL_UNRAVELERBOSSBUFF	406		case SKILL_UNRAVELERBOSSBUFF: return -1;
SKILL_UNRAVELERMINIONBUFF	407		case SKILL_UNRAVELERMINIONBUFF: return -1;
SKILL_BAALMINIONBOSSBERSERK	408		case SKILL_BAALMINIONBOSSBERSERK: return -1;
SKILL_BAALMINIONBOSSRABIES	409		case SKILL_BAALMINIONBOSSRABIES: return -1;
SKILL_BAALMINIONBOSSCHARGE	410		case SKILL_BAALMINIONBOSSCHARGE: return -1;
SKILL_BAALMINIONBOSSNOVA	411		case SKILL_BAALMINIONBOSSNOVA: return -1;
SKILL_MONLEAP	412		case SKILL_MONLEAP: return -1;
SKILL_MONJAB	413		case SKILL_MONJAB: return -1;
SKILL_MONSMITE	414		case SKILL_MONSMITE: return -1;
SKILL_MONCHARGE	415		case SKILL_MONCHARGE: return -1;
SKILL_MONHOLYFREEZE	416		case SKILL_MONHOLYFREEZE: return -1;
SKILL_MONGLACIALSPIKE	417		case SKILL_MONGLACIALSPIKE: return -1;
SKILL_MONFROSTNOVA	418		case SKILL_MONFROSTNOVA: return -1;
SKILL_MONFIREBALL	419		case SKILL_MONFIREBALL: return -1;
SKILL_MONWEAKEN	420		case SKILL_MONWEAKEN: return -1;
SKILL_MONHYDRA	421		case SKILL_MONHYDRA: return -1;
SKILL_MONLIGHTNING	422		case SKILL_MONLIGHTNING: return -1;
SKILL_FIXEDSIEGEBEASTSTOMP	423		case SKILL_FIXEDSIEGEBEASTSTOMP: return -1;
SKILL_MONAMPLIFYDAMAGE	424		case SKILL_MONAMPLIFYDAMAGE: return -1;
SKILL_MONWHIRLWIND	425		case SKILL_MONWHIRLWIND: return -1;
SKILL_MONSHOUT	426		case SKILL_MONSHOUT: return -1;
SKILL_MONDECREPIFY	427		case SKILL_MONDECREPIFY: return -1;
SKILL_MONCHAINLIGHTNING	428		case SKILL_MONCHAINLIGHTNING: return -1;
SKILL_MONCHILLINGARMOR	429		case SKILL_MONCHILLINGARMOR: return -1;
SKILL_UBERDIABLOMETEOR	430		case SKILL_UBERDIABLOMETEOR: return -1;
SKILL_UBERDIABLOBOULDER	431		case SKILL_UBERDIABLOBOULDER: return -1;
SKILL_UBERDIABWALL	432		case SKILL_UBERDIABWALL: return -1;
SKILL_UBERDIABLIGHT	433		case SKILL_UBERDIABLIGHT: return -1;
SKILL_UBERDIABCOLD	434		case SKILL_UBERDIABCOLD: return -1;
SKILL_UBERDIABFIRE	435		case SKILL_UBERDIABFIRE: return -1;
SKILL_UBERDIABSUPERFIRE	436		case SKILL_UBERDIABSUPERFIRE: return -1;
SKILL_WISPBOSSCHAINLIGHTNING	437		case SKILL_WISPBOSSCHAINLIGHTNING: return -1;
SKILL_WISPMINIONLIGHTNING	438		case SKILL_WISPMINIONLIGHTNING: return -1;
SKILL_WISPTOTEMCONVICTION	439		case SKILL_WISPTOTEMCONVICTION: return -1;
SKILL_MONLEAPATTACK	440		case SKILL_MONLEAPATTACK: return -1;
SKILL_FINGERMAGEBOSSSPIDER	441		case SKILL_FINGERMAGEBOSSSPIDER: return -1;
SKILL_AMPDMGPROC	442		case SKILL_AMPDMGPROC: return -1;
SKILL_WEAKENPROC	443		case SKILL_WEAKENPROC: return -1;
SKILL_IRONMAIDENPROC	444		case SKILL_IRONMAIDENPROC: return -1;
SKILL_LIFETAPPROC	445		case SKILL_LIFETAPPROC: return -1;
SKILL_DECREPIFYPROC	446		case SKILL_DECREPIFYPROC: return -1;
SKILL_LOWRESPROC	447		case SKILL_LOWRESPROC: return -1;
SKILL_ICEBOSSFREEZINGARROW	448		case SKILL_ICEBOSSFREEZINGARROW: return -1;
SKILL_ICEBOSSBLIZZARD	449		case SKILL_ICEBOSSBLIZZARD: return -1;
SKILL_LIGHTNINGSTRIKECOWBOSS	450		case SKILL_LIGHTNINGSTRIKECOWBOSS: return -1;
SKILL_POISONNOVATOMBBOSS	451		case SKILL_POISONNOVATOMBBOSS: return -1;
SKILL_POWERSTRIKETOMBBOSS	452		case SKILL_POWERSTRIKETOMBBOSS: return -1;
SKILL_POISONEGGSPAWN	453		case SKILL_POISONEGGSPAWN: return -1;
SKILL_HYDRATHRONEBOSS	454		case SKILL_HYDRATHRONEBOSS: return -1;
SKILL_UBERDIABSUMMON	455		case SKILL_UBERDIABSUMMON: return -1;
SKILL_A3MASTERYFIRE	456	231	case SKILL_A3MASTERYFIRE: return 231;
SKILL_A3MASTERYCOLD	457	235	case SKILL_A3MASTERYCOLD: return 235;
SKILL_A3MASTERYLTNG	458	233	case SKILL_A3MASTERYLTNG: return 233;
SKILL_MERCSTATICFIELD	459	211	case SKILL_MERCSTATICFIELD: return 211;
SKILL_A3MERCLIGHTNING	460	219	case SKILL_A3MERCLIGHTNING: return 219;
SKILL_A3MERCMETEOR	461	226	case SKILL_A3MERCMETEOR: return 226;
SKILL_A3MERCFIREBALL	462	217	case SKILL_A3MERCFIREBALL: return 217;
SKILL_A3MERCBLIZZARD	463	228	case SKILL_A3MERCBLIZZARD: return 228;
SKILL_A3MERCICEBLAST	464	214	case SKILL_A3MERCICEBLAST: return 214;
SKILL_TRAITORBOSSBLESSEDAIM	465		case SKILL_TRAITORBOSSBLESSEDAIM: return -1;
SKILL_TRAITORBOSSVIGOR	466		case SKILL_TRAITORBOSSVIGOR: return -1;
SKILL_TRAITORBOSSCONEJAB	467		case SKILL_TRAITORBOSSCONEJAB: return -1;
SKILL_TRAITORBOSSSTUNSPEAR	468		case SKILL_TRAITORBOSSSTUNSPEAR: return -1;
SKILL_ARCHERBOSSARROWRAIN	469		case SKILL_ARCHERBOSSARROWRAIN: return -1;
SKILL_ARCHERBOSSBOOMERSHOT	470		case SKILL_ARCHERBOSSBOOMERSHOT: return -1;
SKILL_ARCHERBOSSCAGESHOT	471		case SKILL_ARCHERBOSSCAGESHOT: return -1;
SKILL_MONCONVICTION	472		case SKILL_MONCONVICTION: return -1;
SKILL_MONFANATICISM	473		case SKILL_MONFANATICISM: return -1;
SKILL_MONHOLYSHOCK	474		case SKILL_MONHOLYSHOCK: return -1;
SKILL_MONHOLYFREEZE_2	475		case SKILL_MONHOLYFREEZE_2: return -1;
SKILL_MONHOLYFIRE	476		case SKILL_MONHOLYFIRE: return -1;
SKILL_MONMIGHT	477		case SKILL_MONMIGHT: return -1;
SKILL_MONCONCENTRATION	478		case SKILL_MONCONCENTRATION: return -1;
SKILL_MONVIGOR	479		case SKILL_MONVIGOR: return -1;
SKILL_BAALLOWRES	480		case SKILL_BAALLOWRES: return -1;
SKILL_POISONDAGGERSPIDERBOSS	481		case SKILL_POISONDAGGERSPIDERBOSS: return -1;
SKILL_ANDYPOISONBOLTSPIDERBOSS	482		case SKILL_ANDYPOISONBOLTSPIDERBOSS: return -1;
SKILL_TORNADOARCANEBOSS	483		case SKILL_TORNADOARCANEBOSS: return -1;
SKILL_SKELETONARCHERBOW	484		case SKILL_SKELETONARCHERBOW: return -1;
SKILL_RATHMADEATH	485		case SKILL_RATHMADEATH: return -1;
SKILL_NIHLATHAKMAPMOBSPAWN	486		case SKILL_NIHLATHAKMAPMOBSPAWN: return -1;
SKILL_NIHLATHAKMAPDEATH	487		case SKILL_NIHLATHAKMAPDEATH: return -1;
SKILL_DOPPLEZONSTRAFE	488	20	case SKILL_DOPPLEZONSTRAFE: return 20;
SKILL_VALKPOWERSTRIKE	489	8	case SKILL_VALKPOWERSTRIKE: return 8;
SKILL_RATHMASUMMON	490		case SKILL_RATHMASUMMON: return -1;
SKILL_RATHMABONESPEAR	491		case SKILL_RATHMABONESPEAR: return -1;
SKILL_RATHMATEETHNOVA	492		case SKILL_RATHMATEETHNOVA: return -1;
SKILL_VOIDBOLT	493		case SKILL_VOIDBOLT: return -1;
SKILL_SUMMONVOIDLING	494		case SKILL_SUMMONVOIDLING: return -1;
SKILL_BUTCHERAURA	495		case SKILL_BUTCHERAURA: return -1;
SKILL_RATHMAPOISONORB	496		case SKILL_RATHMAPOISONORB: return -1;
SKILL_RATHMAFISSURE	497		case SKILL_RATHMAFISSURE: return -1;
SKILL_RATHMAOUTERNOVA	498		case SKILL_RATHMAOUTERNOVA: return -1;
SKILL_ARCTICBLASTHORRORBOSS	499		case SKILL_ARCTICBLASTHORRORBOSS: return -1;
SKILL_FROSTNOVAHORRORBOSS	500		case SKILL_FROSTNOVAHORRORBOSS: return -1;
SKILL_MONHOLYFREEZEWIDE	501		case SKILL_MONHOLYFREEZEWIDE: return -1;
SKILL_RATHMAPACMAN	502		case SKILL_RATHMAPACMAN: return -1;
SKILL_SHOCKWAVEBOSS	503		case SKILL_SHOCKWAVEBOSS: return -1;
SKILL_RATHMAPRISON	504		case SKILL_RATHMAPRISON: return -1;
SKILL_RATHMACOLDMISSILES	505		case SKILL_RATHMACOLDMISSILES: return -1;
SKILL_GLACIALSPIKESPIRE	506		case SKILL_GLACIALSPIKESPIRE: return -1;
SKILL_POISONNOVARATHMA	507		case SKILL_POISONNOVARATHMA: return -1;
SKILL_TEETHRATHMA	508		case SKILL_TEETHRATHMA: return -1;
SKILL_UBERTALICBLAZE	509		case SKILL_UBERTALICBLAZE: return -1;
SKILL_UBERTALICWHIRLWIND	510		case SKILL_UBERTALICWHIRLWIND: return -1;
SKILL_UBERTALICBASH	511		case SKILL_UBERTALICBASH: return -1;
SKILL_UBERTALICMETEOR	512		case SKILL_UBERTALICMETEOR: return -1;
SKILL_UNLIMITEDIDENTIFY	513	130	case SKILL_UNLIMITEDIDENTIFY: return 130;
SKILL_UNLIMITEDTOWNPORTAL	514	132	case SKILL_UNLIMITEDTOWNPORTAL: return 132;
SKILL_BRUTEFIRESLAM	515		case SKILL_BRUTEFIRESLAM: return -1;
SKILL_BRUTEMOLTENBOULDER	516		case SKILL_BRUTEMOLTENBOULDER: return -1;
SKILL_BRUTESHOCKWAVE	517		case SKILL_BRUTESHOCKWAVE: return -1;
SKILL_BRUTEVIGOR	518		case SKILL_BRUTEVIGOR: return -1;
SKILL_UBERMADAWCDOUBLETHROW	519		case SKILL_UBERMADAWCDOUBLETHROW: return -1;
SKILL_UBERMADAWCCURSEDAXE	520		case SKILL_UBERMADAWCCURSEDAXE: return -1;
SKILL_UBERMADAWCOWAXE	521		case SKILL_UBERMADAWCOWAXE: return -1;
SKILL_UBERTALICSMITE	522		case SKILL_UBERTALICSMITE: return -1;
SKILL_UBERMADAWCFAKEBO	523		case SKILL_UBERMADAWCFAKEBO: return -1;
SKILL_UBERMADAWCLIGHTNINGSTORM	524		case SKILL_UBERMADAWCLIGHTNINGSTORM: return -1;
SKILL_CYCLONE_ARMORMON	525		case SKILL_CYCLONE_ARMORMON: return -1;
SKILL_LEORICSUMMONNOVA	526		case SKILL_LEORICSUMMONNOVA: return -1;
SKILL_ENERGYSHIELD_SELFAURA	554	230	case SKILL_ENERGYSHIELD_SELFAURA: return 230;
SKILL_CHILLINGARMOR_SELFAURA	555	229	case SKILL_CHILLINGARMOR_SELFAURA: return 229;
SKILL_QUICKNESS_SELFAURA	556	48	case SKILL_QUICKNESS_SELFAURA: return 48;
SKILL_BLADESHIELD_SELFAURA	557	39	case SKILL_BLADESHIELD_SELFAURA: return 39;
